SigmaPlotDate,YYYY,MM,NPGO,PDO,ONI,SouthernLog10Biomass,NorthernLog10Biomass,SouthernBiomassAnomaly,NorthernBiomassAnomaly,SppRichnessMo,SppRichnessAnom,50mT,50mSal,50mOxy,50mTAnom,50mSalAnom,50mOxyAnom
1/16/1996,1996,1,-0.64,0.59,-0.9,,,,,,,,,,,,
2/16/1996,1996,2,-1.05,0.75,-0.7,,,,,,,,,,,,
3/16/1996,1996,3,-1.15,1.01,-0.6,,,,,,,,,,,,
4/16/1996,1996,4,-0.44,1.46,-0.4,,,,,,,,,,,,
5/16/1996,1996,5,-1.27,2.18,-0.2,0.724622222,0.496733333,0.380507973,-1.207069136,9,-1.458333333,,,,,,
6/16/1996,1996,6,-1.06,1.1,-0.2,0.392877778,1.592933333,0.150426142,-0.393312701,8,-1.73287037,,,,,,
7/16/1996,1996,7,-0.88,0.77,-0.2,0.113605556,2.27645,-0.100648158,0.042712685,7.5,-2.484259259,,,,,,
8/16/1996,1996,8,-0.75,-0.14,-0.3,0.211394444,2.14045,-0.03305787,-0.216869136,8.5,-1.212962963,,,,,,
9/16/1996,1996,9,-0.93,0.24,-0.3,0.389055556,2.1811,0.050256677,0.11357966,9,-1.017592593,,,,,,
10/16/1996,1996,10,-1.04,-0.33,-0.4,0.419205556,1.877383333,0.001065586,0.234726389,10,-1.027777778,,,,,,
11/16/1996,1996,11,-1.1,0.09,-0.4,0.662255556,1.041766667,0.07490216,-0.097492593,11,-2.194444444,,,,,,
12/16/1996,1996,12,-1.35,-0.03,-0.5,0.644833333,1.322066667,0.03069,0.315815556,13,-2.1,,,,,,
1/16/1997,1997,1,-1.64,0.23,-0.5,,,,,,,,,,,,
2/16/1997,1997,2,-1.11,0.28,-0.4,0.726177778,1.181566667,0.020690509,-0.019424653,12,-2.072916667,,,,,,
3/16/1997,1997,3,-0.62,0.65,-0.2,0.521,1.639966667,-0.040848312,0.304264706,12,-0.862745098,9.985199928,32.12039948,,0.534281075,-0.790027638,
4/16/1997,1997,4,-0.51,1.05,0.1,0.620183333,1.293166667,0.128544227,-0.203883987,13.5,1.181372549,8.668700218,33.13805008,,-0.150161117,-0.133571887,
5/16/1997,1997,5,-0.88,1.83,0.6,0.245685185,1.787266667,-0.098429064,0.083464198,9.333333333,-1.125,8.692000071,33.35880152,,0.653995931,-0.259112005,
6/16/1997,1997,6,-0.94,2.76,1,0.135966667,1.18585,-0.106484969,-0.800396034,6.5,-3.23287037,8.143899918,33.74160004,,0.470236112,-0.013762081,
7/16/1997,1997,7,-0.77,2.35,1.4,0.298366667,1.898286667,0.084112953,-0.335450648,7.8,-2.184259259,7.867524981,33.8604002,,0.465171737,-0.019743248,
8/16/1997,1997,8,-0.79,2.79,1.7,0.436590741,2.040322222,0.192138426,-0.316996914,9.833333333,0.12037037,8.84496665,33.69616636,,1.123943089,-0.122666602,
9/16/1997,1997,9,-0.48,2.19,2,0.770583333,1.38295,0.431784455,-0.68457034,14.5,4.482407407,11.49409993,33.23783366,,3.178999598,-0.46965939,
10/16/1997,1997,10,-0.59,1.61,2.2,0.8081,0.271966667,0.389960031,-1.370690278,12,0.972222222,10.74740028,33.1556015,,1.751712733,-0.348280271,
11/16/1997,1997,11,0.17,1.12,2.3,0.923211111,0.465916667,0.335857716,-0.673342593,12.5,-0.694444444,11.94999981,33.07899857,,1.449098321,0.050879647,
12/16/1997,1997,12,0.26,0.67,2.3,0.684077778,0,0.069934444,-1.006251111,16,0.9,12.91749954,32.58069992,,2.638028179,-0.275413922,
1/16/1998,1998,1,0.53,0.83,2.1,0.896622222,0.233033333,0.089466204,-0.9116625,12,-2.708333333,12.52799988,32.45600128,,2.273758213,-0.246582747,
2/16/1998,1998,2,1.9,1.56,1.8,,,,,,,,,,,,
3/16/1998,1998,3,0.89,2.01,1.4,0.846261111,0.327583333,0.2844128,-1.008118627,16.5,3.637254902,11.01889992,33.11434937,,1.567981064,0.203922252,
4/16/1998,1998,4,0.52,1.27,1,0.757438889,0.293566667,0.265799782,-1.203483987,12.75,0.431372549,9.988025188,33.13172531,,1.169163854,-0.139896655,
5/16/1998,1998,5,0.28,0.7,0.5,0.788344444,0.710666667,0.444230195,-0.993135802,15,4.541666667,9.52575016,33.07575035,,1.48774602,-0.542163178,
6/16/1998,1998,6,0.12,0.4,-0.1,0.824940741,0.831688889,0.582489105,-1.154557145,15,5.26712963,8.76197505,33.44517422,,1.088311245,-0.3101879,
7/16/1998,1998,7,0.39,-0.04,-0.7,0.922977778,1.680511111,0.708724064,-0.553226204,15.33333333,5.349074074,8.02820015,33.71960068,,0.625846905,-0.160542771,
8/16/1998,1998,8,0.27,-0.22,-1,0.939740741,1.526088889,0.695288426,-0.831230247,14,4.287037037,7.889133453,33.80083211,2.24000001,0.168109893,-0.018000846,0.692681541
9/16/1998,1998,9,0.04,-1.21,-1.2,0.901588889,1.816041667,0.56279001,-0.251478673,13.25,3.232407407,8.761425018,33.66362572,2.49000001,0.446324681,-0.043867332,0.638629852
10/16/1998,1998,10,0.1,-1.39,-1.2,0.652877778,1.347266667,0.234737809,-0.295390278,12,0.972222222,9.003600121,33.66809845,,0.00791257,0.164216677,
11/16/1998,1998,11,0.72,-0.52,-1.3,0.838905556,1.438683333,0.25155216,0.299424074,18,4.805555556,10.72434998,32.91400146,4.53000021,0.223448487,-0.114117454,-0.78765733
12/16/1998,1998,12,0.77,-0.44,-1.4,0.508455556,0.487866667,-0.105687778,-0.518384444,14,-1.1,,,,,,
1/16/1999,1999,1,1.08,-0.32,-1.4,,,,,,,,,,,,
2/16/1999,1999,2,2.3,-0.66,-1.2,0.657922222,1.298266667,-0.047565046,0.097275347,10,-4.072916667,9.251999855,32.61299896,5.809999943,-0.229858428,-0.231985052,0.739799539
3/16/1999,1999,3,1.97,-0.33,-1,0.538777778,0.7005,-0.023070534,-0.635201961,13,0.137254902,9.309900284,32.6719017,,-0.141018569,-0.23852541,
4/16/1999,1999,4,1.65,-0.41,-0.9,0.454437037,0.957966667,-0.03720207,-0.539083987,12,-0.318627451,8.322933356,33.43276723,2.940000057,-0.495927979,0.161145266,-0.668342999
5/16/1999,1999,5,1.6,-0.68,-0.9,0.173283333,1.7397,-0.170830916,0.035897531,8.5,-1.958333333,7.365499973,33.87174988,,-0.672504167,0.253836349,
6/16/1999,1999,6,1.91,-1.3,-1,0,2.316583333,-0.242451636,0.330337299,7,-2.73287037,7.189849854,33.9456501,,-0.483813952,0.190287983,
7/16/1999,1999,7,1.38,-0.66,-1,0.034895556,2.077493333,-0.179358158,-0.156243981,8,-1.984259259,7.213525057,33.93644905,1.379999995,-0.188828188,0.056305603,-0.104359847
8/16/1999,1999,8,1.43,-0.96,-1,0,2.3914,-0.244452315,0.034080864,6.5,-3.212962963,8.433899879,33.75540161,,0.712876319,-0.063431347,
9/16/1999,1999,9,1.3,-1.53,-1.1,0.016761111,2.042783333,-0.322037767,-0.024737006,7,-3.017592593,7.936600208,33.7778492,2.450000048,-0.378500129,0.070356148,0.59862989
10/16/1999,1999,10,1.18,-2.23,-1.2,0.231833333,2.212566667,-0.186306636,0.569909722,10,-1.027777778,7.967000008,33.7560997,,-1.028687543,0.252217929,
11/16/1999,1999,11,1.32,-2.05,-1.4,0.0301,1.062833333,-0.557253395,-0.076425926,6,-7.194444444,9.892000198,33.09000015,5.920000076,-0.60890129,0.061881234,0.602342536
12/16/1999,1999,12,1.05,-1.63,-1.6,0.457222222,1.3205,-0.156921111,0.314248889,16,0.9,11.1388998,32.41640091,,0.85942844,-0.439712933,
1/16/2000,2000,1,1.4,-2,-1.6,0.385311111,1.3634,-0.421844907,0.218704167,13,-1.708333333,9.937199593,32.38830185,,-0.317042073,-0.314282179,
2/16/2000,2000,2,2.12,-0.83,-1.4,0.4318,0.796933333,-0.273687269,-0.404057986,10,-4.072916667,10.05474997,32.34074974,6.190000057,0.572891682,-0.504234274,1.119799654
3/16/2000,2000,3,2.15,0.29,-1.1,0.231322222,0.481833333,-0.330526089,-0.853868627,12,-0.862745098,9.076550007,33.49564934,,-0.374368846,0.585222224,
4/16/2000,2000,4,2.37,0.35,-0.9,0.128255556,1.617211111,-0.363383551,0.120160458,8,-4.318627451,8.326633453,33.48993301,2.380000114,-0.492227882,0.218311048,-1.228342942
5/16/2000,2000,5,2.22,-0.05,-0.7,0.027688889,1.483066667,-0.31642536,-0.220735802,6,-4.458333333,8.611149788,33.38324928,,0.573145648,-0.234664246,
6/16/2000,2000,6,2.1,-0.44,-0.7,0.010108889,1.700886667,-0.232342747,-0.285359367,5.6,-4.13287037,7.521666686,33.80639903,,-0.15199712,0.05103691,
7/16/2000,2000,7,1.66,-0.66,-0.6,0,2.433133333,-0.214253714,0.199396019,6.5,-3.484259259,7.300750017,33.99749947,1.370000005,-0.101603228,0.117356018,-0.114359837
8/16/2000,2000,8,1.35,-1.19,-0.5,0.105883333,2.661458333,-0.138568981,0.304139198,7.75,-1.962962963,7.490200043,33.89134979,,-0.230823518,0.072516834,
9/16/2000,2000,9,1.38,-1.24,-0.6,0.20092963,2.819222222,-0.137869249,0.751701883,7,-3.017592593,7.784400145,33.83069992,1.379999995,-0.530700192,0.123206872,-0.471370162
10/16/2000,2000,10,1.7,-1.3,-0.7,0.1502,2.047316667,-0.267939969,0.404659722,6.5,-4.527777778,8.435950041,33.78174973,,-0.55973751,0.277867953,
11/16/2000,2000,11,2.01,-0.53,-0.8,0.348,1.217033333,-0.239353395,0.077774074,11,-2.194444444,10.9151001,33.12350082,,0.414198609,0.095381905,
12/16/2000,2000,12,2.16,0.52,-0.8,0.633811111,1.2986,0.019667778,0.292348889,16,0.9,10.31499958,32.93099976,,0.035528217,0.074885913,
1/16/2001,2001,1,2.86,0.6,-0.7,0.711688889,1.1219,-0.09546713,-0.022795833,15.5,0.791666667,10.23475027,32.68810081,5.690000057,-0.019491394,-0.014483213,0.57478418
2/16/2001,2001,2,2.96,0.29,-0.6,0.544194444,1.058766667,-0.161292824,-0.142224653,14,-0.072916667,9.415800095,33.14550018,,-0.066058189,0.300516168,
3/16/2001,2001,3,2.39,0.45,-0.5,0.478022222,1.27325,-0.083826089,-0.062451961,13.5,0.637254902,9.01515007,33.35720062,5.46999979,-0.435768783,0.446773509,0.448258497
4/16/2001,2001,4,2.2,-0.31,-0.3,0.192348148,1.546722222,-0.299290959,0.049671569,10.33333333,-1.985294118,8.653633436,33.51296743,,-0.165227899,0.241345462,
5/16/2001,2001,5,1.95,-0.3,-0.2,0.036983333,1.834333333,-0.307130916,0.130530864,9,-1.458333333,7.844849825,33.79835129,,-0.193154315,0.180437759,
6/16/2001,2001,6,2.35,-0.47,-0.1,0.021191667,2.177125,-0.221259969,0.190878966,8.25,-1.48287037,7.329150081,33.93067455,2.380000114,-0.344513725,0.175312435,0.504224715
7/16/2001,2001,7,1.5,-1.31,0,0.032769444,2.299008333,-0.18148427,0.065271019,9.25,-0.734259259,7.321450114,33.92947483,1.970000029,-0.080903131,0.049331382,0.485640187
8/16/2001,2001,8,1.92,-0.77,-0.1,0.107992593,2.634333333,-0.136459722,0.277014198,10,0.287037037,7.594066779,33.83686574,,-0.126956782,0.018032785,
9/16/2001,2001,9,1.89,-1.37,-0.1,0.106163889,2.143141667,-0.23263499,0.075621327,8.25,-1.767592593,7.699074984,33.78065014,0.649999976,-0.616025353,0.07315709,-1.201370181
10/16/2001,2001,10,1.16,-1.37,-0.2,0.205338889,2.148783333,-0.21280108,0.506126389,9,-2.027777778,8.151600361,33.77134895,,-0.84408719,0.267467181,
11/16/2001,2001,11,1.76,-1.26,-0.3,0.492677778,1.796583333,-0.094675617,0.657324074,13,-0.194444444,10.20210028,33.10745049,6.070000172,-0.298801212,0.079331566,0.752342631
12/16/2001,2001,12,2.02,-0.93,-0.3,,,,,,,,,,,,
1/16/2002,2002,1,1.86,0.27,-0.2,0.888388889,1.449633333,0.08123287,0.3049375,16,1.291666667,10.61390018,32.6495018,,0.359658519,-0.053082228,
2/16/2002,2002,2,2.18,-0.64,-0.1,0.755088889,0.9098,0.04960162,-0.291191319,16,1.927083333,9.729999542,32.47399902,6.400000095,0.248141259,-0.370984991,1.329799692
3/16/2002,2002,3,1.9,-0.43,0.1,0.54492963,1.521066667,-0.016918682,0.185364706,12.33333333,-0.529411765,8.778450012,33.38439941,,-0.672468841,0.473972301,
4/16/2002,2002,4,0.9,-0.32,0.2,0.392574074,1.883222222,-0.099065033,0.386171569,13.33333333,1.014705882,7.950066725,33.68519974,1.860000014,-0.86879461,0.413577772,-1.748343042
5/16/2002,2002,5,1.1,-0.63,0.4,0.039855556,2.522988889,-0.304258693,0.81918642,10,-0.458333333,7.509566625,33.81706619,1.330000043,-0.528437515,0.199152664,-0.855350424
6/16/2002,2002,6,1.61,-0.35,0.7,0.01785,2.434545833,-0.224601636,0.448299799,6.625,-3.10787037,7.358499944,33.91812468,1.197142856,-0.315163861,0.162762558,-0.678632543
7/16/2002,2002,7,1.38,-0.31,0.8,0.026686111,2.3261,-0.187567603,0.092362685,8,-1.984259259,7.251300097,33.86355019,0.620000005,-0.151053148,-0.016593262,-0.864359837
8/16/2002,2002,8,0.81,0.6,0.9,0.045344444,2.122555556,-0.19910787,-0.23476358,8.666666667,-1.046296296,7.375499964,33.86520004,,-0.345523597,0.046367084,
9/16/2002,2002,9,0.82,0.43,1,0.096977778,2.371966667,-0.241821101,0.304446327,11,0.982407407,7.804999828,33.80699921,1.649999976,-0.510100509,0.099506158,-0.201370181
10/16/2002,2002,10,0.82,0.42,1.2,0.144022222,2.2505,-0.274117747,0.607843056,9.5,-1.527777778,7.872900009,33.72114944,,-1.122787542,0.217267672,
11/16/2002,2002,11,1.66,1.51,1.3,0.650594444,1.68465,0.063241049,0.545390741,14.5,1.305555556,7.948299885,33.38570023,,-2.552601604,0.357581307,
12/16/2002,2002,12,2.64,2.1,1.1,0.7654,1.227133333,0.151256667,0.220882222,22,6.9,8.739999771,32.77799988,6.190000057,-1.539471592,-0.078113965,1.086448431
1/16/2003,2003,1,1.97,2.09,0.9,0.823,0.787166667,0.015843981,-0.357529167,16,1.291666667,11.39949989,32.42720032,,1.145258228,-0.275383711,
2/16/2003,2003,2,0.99,1.75,0.6,0.76032963,0.755544444,0.054842361,-0.445446875,14.66666667,0.59375,10.16863346,32.80669912,5.309999943,0.686775178,-0.038284898,0.239799539
3/16/2003,2003,3,1.49,1.51,0.4,1.201622222,1.5943,0.639773911,0.258598039,16,3.137254902,10.7201004,32.25880051,,1.26918155,-0.651626607,
4/16/2003,2003,4,1.1,1.18,0,0.906281481,1.676988889,0.414642375,0.179938235,18.66666667,6.348039216,10.22413349,32.45026652,5.489999771,1.405272157,-0.821355446,1.881656715
5/16/2003,2003,5,0.92,0.89,-0.2,0.706905556,1.280466667,0.362791307,-0.423335802,17,6.541666667,9.018300056,33.10084915,,0.980295916,-0.517064377,
6/16/2003,2003,6,0.78,0.68,-0.1,0.288183333,2.308916667,0.045731698,0.322670633,13.5,3.76712963,7.297350168,33.89800072,,-0.376313637,0.1426386,
7/16/2003,2003,7,1.2,0.96,0.1,0.3593,2.2755,0.145046286,0.041762685,11,1.015740741,7.194949985,33.89624977,2.069999933,-0.20740326,0.016106323,0.585640091
8/16/2003,2003,8,0.78,0.88,0.2,0.196311111,2.194533333,-0.048141204,-0.162785802,8.333333333,-1.37962963,7.825750113,33.77395058,,0.104726552,-0.044882382,
9/16/2003,2003,9,0.87,0.01,0.3,0.276062963,1.634522222,-0.062735916,-0.432998117,10,-0.017592593,7.709533374,33.75030009,1.409999967,-0.605566963,0.04280704,-0.441370191
10/16/2003,2003,10,1.29,0.83,0.4,0.600655556,1.561716667,0.182515586,-0.080940278,13,1.972222222,10.37592506,33.04787636,,1.380237513,-0.456005414,
11/16/2003,2003,11,-0.11,0.52,0.4,0.425288889,0.994566667,-0.162064506,-0.144692593,14,0.805555556,10.36135006,32.84767437,,-0.139551429,-0.180444549,
12/16/2003,2003,12,0.22,0.33,0.4,,,,,,,,,,,,
1/16/2004,2004,1,0.27,0.43,0.3,0.931666667,0.214083333,0.124510648,-0.9306125,14,-0.708333333,10.66219997,32.50064945,,0.407958309,-0.201934576,
2/16/2004,2004,2,0.67,0.48,0.2,0.898,0.7961,0.192512731,-0.404891319,13,-1.072916667,10.41869974,32.22480011,,0.936841458,-0.620183905,
3/16/2004,2004,3,0.38,0.61,0.1,0.9045,0.882166667,0.342651688,-0.453535294,17.33333333,4.470588235,9.52183342,32.83533287,,0.070914567,-0.075094243,
4/16/2004,2004,4,0.13,0.57,0.1,0.8697,1.780233333,0.378060893,0.28318268,15,2.681372549,7.950150013,33.7105999,,-0.868711322,0.438977933,
5/16/2004,2004,5,0.21,0.88,0.2,0.570530556,2.251666667,0.226416307,0.547864198,12,1.541666667,8.127549887,33.52527428,,0.089545747,-0.092639252,
6/16/2004,2004,6,0.78,0.04,0.3,0.492847222,2.388641667,0.250395586,0.402395633,12.75,3.01712963,7.901199937,33.67825031,1.970000029,0.227536131,-0.077111805,0.094224629
7/16/2004,2004,7,0.41,0.44,0.5,0.319274074,2.124033333,0.10502036,-0.109703981,11,1.015740741,7.581299861,33.79858335,1.308524519,0.178946616,-0.0815601,-0.175835323
8/16/2004,2004,8,0.69,0.85,0.7,0.49285,2.345533333,0.248397685,-0.011785802,10.25,0.537037037,7.801808298,33.65412426,1.490645453,0.080784737,-0.164708698,-0.056673015
9/16/2004,2004,9,0.38,0.75,0.7,0.523497222,1.513333333,0.184698344,-0.554187006,11,0.982407407,8.018966754,33.62057877,1.490390889,-0.296133583,-0.086914283,-0.360979269
10/16/2004,2004,10,0.04,-0.11,0.7,0.523055556,1.0049,0.104915586,-0.637756944,15.5,4.472222222,9.352300167,33.1664753,,0.356612616,-0.337406476,
11/16/2004,2004,11,-0.44,-0.63,0.7,0.754405556,0.96915,0.16705216,-0.170109259,12.5,-0.694444444,8.780124903,33.51694965,,-1.720776586,0.488830735,
12/16/2004,2004,12,-0.99,-0.17,0.7,0.580044444,0.7064,-0.034098889,-0.299851111,16,0.9,10.22290039,32.68859863,,-0.056570973,-0.16751521,
1/16/2005,2005,1,-1.66,0.44,0.6,1.194044444,0.6355,0.386888426,-0.509195833,17,2.291666667,10.08199978,32.83520126,,-0.172241886,0.132617235,
2/16/2005,2005,2,-1.49,0.81,0.6,1.170372222,0.742583333,0.464884954,-0.458407986,17.5,3.427083333,10.49550009,33.03644943,,1.013641804,0.191465418,
3/16/2005,2005,3,-1.49,1.36,0.5,0.861855556,0.598266667,0.300007244,-0.737435294,12,-0.862745098,9.778300285,33.42279816,,0.327381432,0.512371043,
4/16/2005,2005,4,-1.69,1.03,0.5,1.1319,0.676433333,0.640260893,-0.82061732,13,0.681372549,9.946949959,33.21914864,,1.128088624,-0.05247333,
5/16/2005,2005,5,-0.79,1.86,0.4,0.991761111,0.508116667,0.647646862,-1.195685802,15,4.541666667,8.263999939,33.69300079,,0.225995799,0.075087265,
6/16/2005,2005,6,-1.28,1.17,0.2,0.884948148,0.451088889,0.642496512,-1.535157145,13,3.26712963,8.637733459,33.50926717,2.258960009,0.964069654,-0.246094946,0.383184609
7/16/2005,2005,7,-1.66,0.66,0.1,0.819733333,1.103516667,0.605479619,-1.130220648,17,7.015740741,7.683799982,33.85714912,,0.281446737,-0.022994324,
8/16/2005,2005,8,-1.13,0.25,0,0.789322222,2.156516667,0.544869907,-0.200802469,13.5,3.787037037,7.525675058,33.90970039,,-0.195348502,0.090867435,
9/16/2005,2005,9,-1.57,-0.46,0,0.62627037,1.907144444,0.287471492,-0.160375895,13.33333333,3.315740741,7.734400034,33.89225006,1.058514953,-0.580700303,0.184757012,-0.792855205
10/16/2005,2005,10,-0.89,-1.32,-0.1,0.795788889,1.696333333,0.37764892,0.053676389,12,0.972222222,9.112000465,33.58399963,,0.116312914,0.080117861,
11/16/2005,2005,11,-1.66,-1.5,-0.4,0.718177778,1.070266667,0.130824383,-0.068992593,13,-0.194444444,11.43889999,33.41059875,5.492869854,0.937998505,0.382479836,0.175212314
12/16/2005,2005,12,-1.25,0.2,-0.7,0.735777778,1.441966667,0.121634444,0.435715556,13,-2.1,10.88630009,33.11289978,5.434679985,0.606828724,0.256785938,0.331128359
1/16/2006,2006,1,-0.65,1.03,-0.7,,,,,,,,,,,,
2/16/2006,2006,2,-1.07,0.66,-0.6,0.639144444,1.293266667,-0.066342824,0.092275347,19,4.927083333,8.897299767,33.67169952,2.997869968,-0.584558517,0.826715509,-2.072330435
3/16/2006,2006,3,-0.71,0.05,-0.4,0.7267,1.4233,0.164851688,0.087598039,16,3.137254902,9.943400383,32.48220062,5.985740185,0.49248153,-0.428226491,0.963998891
4/16/2006,2006,4,-0.57,0.4,-0.2,0.470681481,1.095533333,-0.020957625,-0.40151732,11.33333333,-0.985294118,10.02346675,32.68476613,5.477666696,1.204605411,-0.586855832,1.869323639
5/16/2006,2006,5,-0.12,0.48,0,0.332819444,1.079341667,-0.011294805,-0.624460802,13,2.541666667,7.926950097,33.78377533,1.537856658,-0.111054043,0.165861801,-0.647493808
6/16/2006,2006,6,-0.13,1.04,0.1,0.415295556,2.166426667,0.17284392,0.180180633,11.8,2.06712963,8.024780083,33.75453949,1.834509999,0.351116277,-0.000822628,-0.041265401
7/16/2006,2006,7,-0.5,0.35,0.2,0.260416667,2.404933333,0.046162953,0.171196019,13,3.015740741,7.50545001,33.94875145,1.386295021,0.103096766,0.068608001,-0.098064821
8/16/2006,2006,8,-0.37,-0.65,0.3,0.280830556,2.230675,0.036378241,-0.126644136,12,2.287037037,7.718800068,33.8984499,1.272207484,-0.002223493,0.079616939,-0.275110985
9/16/2006,2006,9,-0.34,-0.94,0.5,0.4476,2.4278,0.108801121,0.36027966,13.5,3.482407407,7.990975261,33.85459995,1.138590008,-0.324125076,0.147106904,-0.71278015
10/16/2006,2006,10,-1.05,-0.05,0.8,0.307616667,1.685316667,-0.110523302,0.042659722,9.5,-1.527777778,8.457999706,33.79759979,1.598320007,-0.537687845,0.29371802,-1.557922192
11/16/2006,2006,11,-1,-0.22,0.9,1.2086,0.9002,0.621246605,-0.239059259,16,2.805555556,11.50580025,32.76860046,5.821209908,1.004898758,-0.259518455,0.503552367
12/16/2006,2006,12,-0.16,0.14,1,0.654288889,0.7496,0.040145556,-0.256651111,13,-2.1,11.07269955,32.92470169,5.407919884,0.793228183,0.068587848,0.304368258
1/16/2007,2007,1,-0.41,0.01,0.7,0.806094444,1.303666667,-0.001061574,0.158970833,15,0.291666667,9.513700008,33.44919968,3.765740037,-0.740541657,0.746615648,-1.349475841
2/16/2007,2007,2,-0.14,0.04,0.3,0.6419,1.722,-0.063587269,0.521008681,10,-4.072916667,9.753899574,32.62789917,6.002190113,0.272041291,-0.217084845,0.93198971
3/16/2007,2007,3,-0.55,-0.36,0,0.405288889,1.081175,-0.156559423,-0.254526961,12,-0.862745098,9.244625092,33.07047462,4.457040131,-0.206293762,0.160047511,-0.564701162
4/16/2007,2007,4,0.26,0.16,-0.1,0.175411111,1.692833333,-0.316227996,0.19578268,10,-2.318627451,8.556699753,33.62519836,2.729749918,-0.262161582,0.353576398,-0.878593139
5/16/2007,2007,5,0.69,-0.1,-0.2,0.082037037,1.814811111,-0.262077212,0.111008642,8.666666667,-1.791666667,7.576099873,33.81799952,2.190199971,-0.461904267,0.200085993,0.004849505
6/16/2007,2007,6,1.23,0.09,-0.2,0.083813889,2.301708333,-0.158637747,0.315462299,8.25,-1.48287037,7.425440025,33.9090004,1.406057537,-0.24822378,0.153638279,-0.469717863
7/16/2007,2007,7,1.23,0.78,-0.3,0.089814815,2.370877778,-0.124438899,0.137140463,9.333333333,-0.650925926,7.331500053,33.92266591,1.230989973,-0.070853191,0.042522466,-0.253369869
8/16/2007,2007,8,1.44,0.5,-0.6,0.244722222,2.391633333,0.000269907,0.034314198,10,0.287037037,7.635433356,33.86336644,1.131419977,-0.085590205,0.044533486,-0.415898492
9/16/2007,2007,9,0.91,-0.36,-0.8,0.531111111,2.1549,0.192312233,0.08737966,10.5,0.482407407,7.908349991,33.88070107,1.512280047,-0.406750346,0.173208016,-0.339090111
10/16/2007,2007,10,1.27,-1.45,-1.1,0.437694444,1.385933333,0.019554475,-0.256723611,11.5,0.472222222,10.52419996,33.05850029,4.26625514,1.528512412,-0.445381482,1.110012941
11/16/2007,2007,11,0.73,-1.08,-1.2,0.271983333,1.00335,-0.315370062,-0.135909259,12,-1.194444444,9.415450096,33.37244987,4.073175073,-1.085451393,0.344330956,-1.244482468
12/16/2007,2007,12,0.46,-0.58,-1.3,0.120933333,1.183133333,-0.49321,0.176882222,11,-4.1,9.850899696,33.01699829,5.460169792,-0.428571667,0.160884448,0.356618166
1/16/2008,2008,1,0.56,-1,-1.4,,,,,,,,,,,,
2/16/2008,2008,2,1.14,-0.77,-1.3,0.460394444,1.298066667,-0.245092824,0.097075347,12.5,-1.572916667,8.365350246,33.04789925,5.198399901,-1.116508037,0.202915231,0.128199498
3/16/2008,2008,3,1.37,-0.71,-1.1,0.089866667,1.885533333,-0.471981645,0.549831373,7.5,-5.362745098,8.530825138,32.92177486,4.822685122,-0.920093715,0.011347751,-0.199056171
